n_clusters,silhouette_score,calinski_harabasz_score,davies_bouldin_score
2,0.05457358215395885,8.769423414053929,5.012403410392674
3,0.02594815740780225,10.933527369086306,4.967901348590943
4,0.028227359773235476,13.041874788222739,4.833651286856419
5,0.028353021005585805,10.686634308867225,4.607222040034899
6,0.031218406245591128,11.234054111703525,4.041558392422221
7,0.03420679168714664,11.020463968512399,3.819762189982329
8,0.02219627272741262,10.078123836443794,3.900560078205006
9,0.02495661345104596,10.050815612233677,3.7466189078963117
10,0.025545346513285862,9.843673068772167,3.796881404601095
